time,close,index,duration,epsilon,capital,episode,step,position,entry_price,exit_price,trade_len,pnl_ratio
2020-10-24 15:00:00,12989.3,1321.0,62.11,0.0009,10903.23,163.0,7.0,1.0,12976.66,12989.3,1.0,0.1
2020-10-24 22:00:00,13091.8,1328.0,53.36,0.0009,10893.36,164.0,6.0,1.0,13103.66,13091.8,2.0,-0.09
2020-10-25 05:00:00,13311.81,1336.0,61.94,0.0009,10690.58,165.0,7.0,-1.0,13068.53,13311.81,6.0,-1.86
2020-10-25 12:00:00,12951.73,1343.0,53.08,0.0009,10639.95,166.0,6.0,1.0,13013.36,12951.73,5.0,-0.47
2020-10-25 19:00:00,12985.58,1350.0,53.32,0.0009,10638.02,167.0,6.0,-1.0,12983.23,12985.58,5.0,-0.02
2020-10-26 03:00:00,13087.7,1358.0,62.31,0.0009,10686.09,168.0,7.0,1.0,13028.83,13087.7,3.0,0.45
2020-10-26 11:00:00,13108.67,1366.0,62.27,0.0009,10685.55,169.0,7.0,1.0,13109.33,13108.67,6.0,-0.01
2020-10-26 19:00:00,12963.25,1374.0,60.58,0.0009,10880.43,170.0,7.0,-1.0,13204.06,12963.25,5.0,1.82
2020-10-27 03:00:00,13071.89,1382.0,60.46,0.0009,10816.96,171.0,7.0,-1.0,12996.08,13071.89,6.0,-0.58
2020-10-27 07:00:00,13106.09,1386.0,26.36,0.0009,10832.22,172.0,3.0,-1.0,13124.6,13106.09,2.0,0.14
2020-10-27 15:00:00,13390.83,1394.0,62.5,0.0009,10784.72,173.0,7.0,1.0,13449.8,13390.83,3.0,-0.44
2020-10-27 23:00:00,13730.0,1402.0,63.03,0.0009,10715.75,174.0,7.0,-1.0,13642.75,13730.0,6.0,-0.64
2020-10-28 07:00:00,13709.37,1410.0,61.52,0.0009,10718.02,175.0,7.0,-1.0,13712.27,13709.37,6.0,0.02
2020-10-28 16:00:00,13221.26,1419.0,71.17,0.0009,10842.67,176.0,8.0,1.0,13069.26,13221.26,1.0,1.16
2020-10-28 20:00:00,13165.31,1423.0,26.67,0.0009,10828.22,177.0,3.0,1.0,13182.88,13165.31,2.0,-0.13
2020-10-29 04:00:00,13280.99,1431.0,62.6,0.0009,10757.65,178.0,7.0,-1.0,13195.0,13280.99,6.0,-0.65
2020-10-29 12:00:00,13052.06,1439.0,63.56,0.0009,10720.32,179.0,7.0,1.0,13097.51,13052.06,1.0,-0.35
2020-10-29 19:00:00,13557.67,1446.0,53.53,0.0009,10624.01,180.0,6.0,-1.0,13436.95,13557.67,3.0,-0.9
2020-10-30 03:00:00,13458.45,1454.0,61.88,0.0009,10640.88,181.0,7.0,-1.0,13479.86,13458.45,6.0,0.16
2020-10-30 11:00:00,13301.62,1462.0,63.07,0.0009,10721.19,182.0,7.0,1.0,13201.99,13301.62,4.0,0.75
2020-10-30 14:00:00,13263.3,1465.0,18.06,0.0009,10773.88,183.0,2.0,-1.0,13328.81,13263.3,1.0,0.49
2020-10-30 17:00:00,13522.27,1468.0,17.9,0.0009,10751.85,184.0,2.0,1.0,13549.98,13522.27,1.0,-0.2
2020-10-30 20:00:00,13536.44,1471.0,17.91,0.0009,10742.36,185.0,2.0,-1.0,13524.51,13536.44,1.0,-0.09
2020-10-31 04:00:00,13491.54,1479.0,62.01,0.0009,10786.7,186.0,7.0,-1.0,13547.45,13491.54,6.0,0.41
2020-10-31 13:00:00,13878.5,1488.0,72.96,0.0009,10739.11,187.0,8.0,1.0,13940.0,13878.5,1.0,-0.44
2020-10-31 16:00:00,13852.02,1491.0,17.89,0.0009,10770.64,188.0,2.0,1.0,13811.47,13852.02,1.0,0.29
2020-10-31 21:00:00,13837.98,1496.0,35.81,0.0009,10723.98,189.0,4.0,-1.0,13778.29,13837.98,3.0,-0.43
2020-11-01 00:00:00,13791.0,1499.0,18.09,0.0009,10782.74,190.0,2.0,-1.0,13866.99,13791.0,1.0,0.55
2020-11-01 08:00:00,13792.51,1507.0,61.84,0.0009,10844.03,191.0,7.0,1.0,13714.56,13792.51,1.0,0.57
2020-11-01 22:00:00,13811.94,1521.0,115.44,0.0009,10848.36,192.0,13.0,-1.0,13817.46,13811.94,1.0,0.04
2020-11-02 06:00:00,13686.75,1529.0,62.66,0.0009,10856.91,193.0,7.0,-1.0,13697.54,13686.75,2.0,0.08
2020-11-02 14:00:00,13392.19,1537.0,62.96,0.0009,10934.17,194.0,7.0,1.0,13297.56,13392.19,1.0,0.71
2020-11-02 18:00:00,13512.51,1541.0,26.76,0.0009,10945.11,195.0,3.0,1.0,13499.0,13512.51,2.0,0.1
2020-11-03 02:00:00,13596.56,1549.0,62.44,0.0009,10910.46,196.0,7.0,-1.0,13553.65,13596.56,6.0,-0.32
2020-11-03 10:00:00,13561.88,1557.0,62.96,0.0009,11048.9,197.0,7.0,1.0,13391.96,13561.88,6.0,1.27
2020-11-03 18:00:00,13731.49,1565.0,62.98,0.0009,10871.64,198.0,7.0,-1.0,13514.68,13731.49,5.0,-1.6
2020-11-04 02:00:00,13812.21,1573.0,62.35,0.0009,10799.59,199.0,7.0,-1.0,13721.27,13812.21,6.0,-0.66
2020-11-04 08:00:00,13600.46,1579.0,45.18,0.0009,10568.76,200.0,5.0,1.0,13897.51,13600.46,4.0,-2.14
2020-11-04 16:00:00,13911.47,1587.0,63.9,0.0009,10369.28,201.0,7.0,-1.0,13653.77,13911.47,6.0,-1.89
2020-11-04 23:00:00,14140.94,1594.0,53.5,0.0009,10447.55,202.0,6.0,1.0,14035.0,14140.94,2.0,0.75
2020-11-05 07:00:00,14335.18,1602.0,62.5,0.0009,10277.13,203.0,7.0,-1.0,14105.09,14335.18,6.0,-1.63
2020-11-05 15:00:00,14894.46,1610.0,62.73,0.0009,10597.57,204.0,7.0,1.0,14444.09,14894.46,6.0,3.12
2020-11-05 19:00:00,14938.94,1614.0,27.09,0.0009,10445.88,205.0,3.0,1.0,15155.87,14938.94,2.0,-1.43
2020-11-05 22:00:00,15227.27,1617.0,18.24,0.0009,10334.49,206.0,2.0,-1.0,15066.61,15227.27,1.0,-1.07
2020-11-06 03:00:00,15644.46,1622.0,35.2,0.0009,10298.41,207.0,4.0,-1.0,15590.02,15644.46,3.0,-0.35
2020-11-06 11:00:00,15584.33,1630.0,62.85,0.0009,10177.18,208.0,7.0,-1.0,15403.01,15584.33,1.0,-1.18
2020-11-06 16:00:00,15411.27,1635.0,36.52,0.0009,9999.54,209.0,4.0,1.0,15685.04,15411.27,2.0,-1.75
2020-11-07 00:00:00,15579.92,1643.0,67.14,0.0009,9937.61,210.0,7.0,-1.0,15484.02,15579.92,3.0,-0.62
2020-11-07 05:00:00,15513.16,1648.0,36.21,0.0009,10046.1,211.0,4.0,-1.0,15684.39,15513.16,3.0,1.09
2020-11-07 20:00:00,14643.52,1663.0,127.22,0.0009,9854.69,212.0,14.0,1.0,14927.95,14643.52,1.0,-1.91
2020-11-08 01:00:00,14912.74,1668.0,36.31,0.0009,9929.76,213.0,4.0,1.0,14800.0,14912.74,2.0,0.76
2020-11-08 09:00:00,14970.87,1676.0,63.44,0.0009,9959.71,214.0,7.0,-1.0,15016.16,14970.87,6.0,0.3
2020-11-08 17:00:00,15387.99,1684.0,63.16,0.0009,10108.49,215.0,7.0,1.0,15161.5,15387.99,6.0,1.49
2020-11-09 01:00:00,15549.62,1692.0,63.49,0.0009,10076.13,216.0,7.0,-1.0,15500.0,15549.62,2.0,-0.32
2020-11-09 10:00:00,15404.26,1701.0,72.03,0.0009,10083.17,217.0,8.0,1.0,15393.5,15404.26,1.0,0.07
2020-11-09 14:00:00,15278.58,1705.0,27.09,0.0009,9897.45,218.0,3.0,1.0,15565.27,15278.58,1.0,-1.84
2020-11-09 19:00:00,15317.51,1710.0,36.02,0.0009,10106.31,219.0,4.0,1.0,15000.96,15317.51,3.0,2.11
2020-11-10 03:00:00,15339.14,1718.0,62.65,0.0009,10129.07,220.0,7.0,-1.0,15373.76,15339.14,6.0,0.23
2020-11-10 11:00:00,15305.14,1726.0,61.77,0.0009,10183.28,221.0,7.0,-1.0,15387.5,15305.14,6.0,0.54
2020-11-10 19:00:00,15266.23,1734.0,61.86,0.0009,10214.81,222.0,7.0,1.0,15219.11,15266.23,4.0,0.31
2020-11-11 03:00:00,15387.16,1742.0,62.36,0.0009,10204.47,223.0,7.0,-1.0,15371.6,15387.16,5.0,-0.1
2020-11-11 11:00:00,15590.79,1750.0,61.72,0.0009,10055.45,224.0,7.0,-1.0,15366.38,15590.79,6.0,-1.46
2020-11-11 14:00:00,15557.85,1753.0,17.66,0.0009,10095.46,225.0,2.0,-1.0,15620.0,15557.85,1.0,0.4
2020-11-11 22:00:00,15813.63,1761.0,62.16,0.0009,10189.76,226.0,7.0,1.0,15667.27,15813.63,6.0,0.93
2020-11-12 06:00:00,15747.94,1769.0,62.77,0.0009,10148.38,227.0,7.0,-1.0,15684.24,15747.94,6.0,-0.41
2020-11-12 14:00:00,15996.02,1777.0,62.54,0.0009,10219.0,228.0,7.0,1.0,15885.47,15996.02,1.0,0.7
2020-11-12 22:00:00,16140.17,1785.0,62.49,0.0009,10209.4,229.0,7.0,-1.0,16125.01,16140.17,6.0,-0.09
2020-11-13 07:00:00,16314.54,1794.0,71.7,0.0009,10260.12,230.0,8.0,1.0,16233.88,16314.54,1.0,0.5
2020-11-13 15:00:00,16210.33,1802.0,61.75,0.0009,10247.33,231.0,7.0,1.0,16230.57,16210.33,1.0,-0.12
2020-11-13 22:00:00,16272.78,1809.0,52.88,0.0009,10292.13,232.0,6.0,1.0,16201.94,16272.78,1.0,0.44
2020-11-14 06:00:00,16165.7,1817.0,63.18,0.0009,10389.88,233.0,7.0,-1.0,16320.7,16165.7,6.0,0.95
2020-11-14 14:00:00,15929.38,1825.0,67.23,0.0009,10286.8,234.0,7.0,1.0,16089.0,15929.38,6.0,-0.99
2020-11-14 22:00:00,15990.48,1833.0,64.7,0.0009,10261.93,235.0,7.0,-1.0,15951.92,15990.48,6.0,-0.24
2020-11-15 06:00:00,16019.97,1841.0,62.87,0.0009,10294.17,236.0,7.0,-1.0,16070.45,16019.97,6.0,0.31
2020-11-15 14:00:00,16052.57,1849.0,63.22,0.0009,10337.55,237.0,7.0,1.0,15985.2,16052.57,1.0,0.42
2020-11-15 23:00:00,15925.18,1858.0,70.6,0.0009,10287.65,238.0,8.0,-1.0,15848.67,15925.18,1.0,-0.48
2020-11-16 07:00:00,16237.99,1866.0,61.37,0.0009,10116.9,239.0,7.0,-1.0,15972.88,16237.99,6.0,-1.66
2020-11-16 15:00:00,16401.52,1874.0,61.96,0.0009,10220.67,240.0,7.0,1.0,16235.0,16401.52,5.0,1.03
2020-11-16 21:00:00,16825.56,1880.0,44.23,0.0009,10060.85,241.0,5.0,-1.0,16566.52,16825.56,4.0,-1.56
2020-11-17 05:00:00,16668.95,1888.0,61.48,0.0009,10087.89,242.0,7.0,-1.0,16713.86,16668.95,6.0,0.27
2020-11-17 14:00:00,16947.38,1897.0,69.81,0.0009,10007.79,243.0,8.0,1.0,17083.01,16947.38,1.0,-0.79
2020-11-17 18:00:00,17808.66,1901.0,26.38,0.0009,10288.85,244.0,3.0,1.0,17322.19,17808.66,2.0,2.81
2020-11-17 22:00:00,17624.15,1905.0,27.89,0.0009,10253.32,245.0,3.0,1.0,17685.22,17624.15,2.0,-0.35
2020-11-18 06:00:00,17623.39,1913.0,62.35,0.0009,10274.22,246.0,7.0,-1.0,17659.38,17623.39,6.0,0.2
2020-11-18 14:00:00,17882.89,1921.0,61.9,0.0009,10171.38,247.0,7.0,1.0,18063.7,17882.89,6.0,-1.0
2020-11-18 19:00:00,17775.92,1926.0,35.47,0.0009,10227.12,248.0,4.0,-1.0,17873.88,17775.92,3.0,0.55
2020-11-19 03:00:00,17928.65,1934.0,61.56,0.0009,10185.22,249.0,7.0,-1.0,17855.5,17928.65,1.0,-0.41
2020-11-19 11:00:00,17611.77,1942.0,61.29,0.0009,10052.26,250.0,7.0,1.0,17844.73,17611.77,6.0,-1.31
2020-11-19 14:00:00,18000.56,1945.0,17.42,0.0009,10216.89,251.0,2.0,1.0,17710.5,18000.56,1.0,1.64
2020-11-19 21:00:00,18023.99,1952.0,52.49,0.0009,10205.0,252.0,6.0,1.0,18045.0,18023.99,5.0,-0.12
2020-11-20 05:00:00,18194.79,1960.0,61.3,0.0009,10013.63,253.0,7.0,-1.0,17859.87,18194.79,6.0,-1.88
2020-11-20 13:00:00,18234.99,1968.0,62.09,0.0009,10029.26,254.0,7.0,-1.0,18263.5,18234.99,1.0,0.16
2020-11-20 19:00:00,18582.33,1974.0,43.8,0.0009,10055.45,255.0,5.0,-1.0,18630.98,18582.33,4.0,0.26
2020-11-21 03:00:00,18739.96,1982.0,62.57,0.0009,9992.48,256.0,7.0,-1.0,18623.35,18739.96,6.0,-0.63
2020-11-21 11:00:00,18593.39,1990.0,64.52,0.0009,9960.85,257.0,7.0,1.0,18652.44,18593.39,5.0,-0.32
2020-11-21 17:00:00,18732.18,1996.0,46.19,0.0009,9912.36,258.0,5.0,-1.0,18641.43,18732.18,4.0,-0.49
2020-11-22 01:00:00,18547.96,2004.0,62.64,0.0009,9959.69,259.0,7.0,-1.0,18636.95,18547.96,2.0,0.48
2020-11-22 08:00:00,18498.31,2011.0,53.37,0.0009,9903.93,260.0,6.0,1.0,18602.46,18498.31,3.0,-0.56
2020-11-22 14:00:00,18196.37,2017.0,44.24,0.0009,10074.76,261.0,5.0,1.0,17887.82,18196.37,2.0,1.72
2020-11-22 17:00:00,18554.93,2020.0,17.51,0.0009,10217.68,262.0,2.0,1.0,18295.4,18554.93,1.0,1.42
2020-11-23 01:00:00,18136.3,2028.0,61.4,0.0009,10454.72,263.0,7.0,-1.0,18567.04,18136.3,3.0,2.32
2020-11-23 09:00:00,18575.01,2036.0,61.27,0.0009,10571.97,264.0,7.0,1.0,18369.0,18575.01,5.0,1.12
2020-11-23 17:00:00,18376.42,2044.0,62.3,0.0009,10659.63,265.0,7.0,-1.0,18530.07,18376.42,2.0,0.83
2020-11-23 22:00:00,18410.29,2049.0,35.07,0.0009,10639.9,266.0,4.0,1.0,18444.44,18410.29,2.0,-0.19
2020-11-24 06:00:00,18322.38,2057.0,61.74,0.0009,10571.35,267.0,7.0,1.0,18441.19,18322.38,1.0,-0.64
2020-11-24 14:00:00,19167.81,2065.0,61.76,0.0009,10566.8,268.0,7.0,1.0,19176.06,19167.81,1.0,-0.04
2020-11-24 22:00:00,18939.3,2073.0,59.18,0.0009,10795.66,269.0,7.0,-1.0,19358.57,18939.3,6.0,2.17
2020-11-25 07:00:00,18895.0,2082.0,67.43,0.0009,10804.52,270.0,8.0,1.0,18879.49,18895.0,1.0,0.08
2020-11-25 13:00:00,19291.59,2088.0,43.44,0.0009,10810.15,271.0,5.0,1.0,19281.55,19291.59,1.0,0.05
2020-11-25 17:00:00,18988.62,2092.0,25.36,0.0009,10967.44,272.0,3.0,-1.0,19268.99,18988.62,2.0,1.46
2020-11-26 01:00:00,18862.54,2100.0,59.36,0.0009,11079.17,273.0,7.0,-1.0,19056.67,18862.54,6.0,1.02
2020-11-26 09:00:00,16878.8,2108.0,58.92,0.0009,10415.62,274.0,7.0,1.0,17954.09,16878.8,2.0,-5.99
2020-11-26 14:00:00,17054.57,2113.0,33.08,0.0009,10387.95,275.0,4.0,1.0,17100.0,17054.57,2.0,-0.27
2020-11-26 22:00:00,17031.18,2121.0,58.86,0.0009,10310.53,276.0,7.0,-1.0,16905.18,17031.18,6.0,-0.75
2020-11-27 01:00:00,17393.73,2124.0,16.68,0.0009,10457.38,277.0,2.0,1.0,17149.47,17393.73,1.0,1.42
2020-11-27 09:00:00,16850.85,2132.0,58.12,0.0009,10704.39,278.0,7.0,-1.0,17258.5,16850.85,3.0,2.36
2020-11-27 17:00:00,16810.09,2140.0,58.62,0.0009,10634.42,279.0,7.0,1.0,16920.69,16810.09,6.0,-0.65
2020-11-28 01:00:00,17150.0,2148.0,60.72,0.0009,10537.38,280.0,7.0,-1.0,16994.92,17150.0,3.0,-0.91
2020-11-28 07:00:00,17019.32,2154.0,42.49,0.0009,10573.37,281.0,5.0,1.0,16961.38,17019.32,2.0,0.34
2020-11-28 15:00:00,17336.07,2162.0,60.89,0.0009,10659.67,282.0,7.0,1.0,17195.73,17336.07,4.0,0.82
2020-11-28 22:00:00,17741.05,2169.0,54.19,0.0009,10680.01,283.0,6.0,1.0,17707.26,17741.05,5.0,0.19
2020-11-29 06:00:00,17790.31,2177.0,59.93,0.0009,10637.54,284.0,7.0,-1.0,17719.85,17790.31,6.0,-0.4
2020-11-29 14:00:00,18097.46,2185.0,60.14,0.0009,10641.67,285.0,7.0,1.0,18090.44,18097.46,2.0,0.04
2020-11-29 22:00:00,18255.0,2193.0,60.59,0.0009,10561.36,286.0,7.0,-1.0,18118.27,18255.0,3.0,-0.75
2020-11-30 09:00:00,18462.31,2203.0,75.31,0.0009,10652.49,287.0,9.0,-1.0,18623.0,18462.31,1.0,0.86
2020-11-30 17:00:00,19196.4,2211.0,59.54,0.0009,10253.32,288.0,7.0,-1.0,18503.06,19196.4,6.0,-3.75
2020-11-30 21:00:00,19439.48,2215.0,26.11,0.0009,10394.32,289.0,3.0,1.0,19175.78,19439.48,2.0,1.38
2020-12-01 05:00:00,19354.31,2223.0,58.97,0.0009,10574.58,290.0,7.0,-1.0,19695.87,19354.31,5.0,1.73
2020-12-01 13:00:00,18551.35,2231.0,59.91,0.0009,11050.18,291.0,7.0,-1.0,19425.0,18551.35,1.0,4.5
2020-12-01 18:00:00,19058.4,2236.0,33.95,0.0009,10920.16,292.0,4.0,1.0,19285.31,19058.4,3.0,-1.18
2020-12-02 02:00:00,18854.01,2244.0,59.48,0.0009,11043.73,293.0,7.0,-1.0,19069.79,18854.01,6.0,1.13
2020-12-02 10:00:00,19035.99,2252.0,60.87,0.0009,11291.52,294.0,7.0,1.0,18618.25,19035.99,6.0,2.24
2020-12-02 18:00:00,18976.33,2260.0,59.44,0.0009,11379.0,295.0,7.0,-1.0,19124.51,18976.33,4.0,0.77
2020-12-02 21:00:00,19083.4,2263.0,17.77,0.0009,11368.46,296.0,2.0,1.0,19101.1,19083.4,1.0,-0.09
2020-12-03 06:00:00,18922.83,2272.0,68.2,0.0009,11297.78,297.0,8.0,1.0,19041.21,18922.83,1.0,-0.62
2020-12-03 14:00:00,19281.0,2280.0,60.98,0.0009,11240.77,298.0,7.0,1.0,19378.79,19281.0,5.0,-0.5
2020-12-03 22:00:00,19438.86,2288.0,59.57,0.0009,11191.94,299.0,7.0,-1.0,19354.78,19438.86,5.0,-0.43
2020-12-04 06:00:00,19200.07,2296.0,58.34,0.0009,11141.62,300.0,7.0,1.0,19286.78,19200.07,1.0,-0.45
2020-12-04 14:00:00,19005.34,2304.0,57.81,0.0009,10980.66,301.0,7.0,1.0,19283.94,19005.34,6.0,-1.44
2020-12-04 17:00:00,18981.28,2307.0,16.97,0.0009,11002.64,302.0,2.0,1.0,18943.35,18981.28,1.0,0.2
2020-12-05 01:00:00,18764.23,2315.0,59.91,0.0009,11171.36,303.0,7.0,-1.0,19056.45,18764.23,6.0,1.53
2020-12-05 09:00:00,19149.9,2323.0,58.6,0.0009,11385.54,304.0,7.0,1.0,18789.66,19149.9,6.0,1.92
2020-12-05 17:00:00,19099.0,2331.0,59.33,0.0009,11394.76,305.0,7.0,-1.0,19114.48,19099.0,6.0,0.08
2020-12-06 01:00:00,19268.81,2339.0,57.96,0.0009,11485.67,306.0,7.0,1.0,19116.3,19268.81,6.0,0.8
2020-12-07 05:00:00,19285.97,2367.0,228.76,0.0009,11487.63,307.0,27.0,1.0,19282.68,19285.97,1.0,0.02
2020-12-07 21:00:00,19050.63,2383.0,127.13,0.0009,11436.98,308.0,15.0,-1.0,18967.01,19050.63,1.0,-0.44
2020-12-08 01:00:00,19228.4,2387.0,24.89,0.0009,11505.15,309.0,3.0,1.0,19114.48,19228.4,2.0,0.6
2020-12-08 09:00:00,19069.96,2395.0,58.51,0.0009,11569.73,310.0,7.0,-1.0,19177.61,19069.96,6.0,0.56
2020-12-08 17:00:00,18832.03,2403.0,58.89,0.0009,11514.21,311.0,7.0,1.0,18922.84,18832.03,3.0,-0.48
2020-12-09 01:00:00,18180.01,2411.0,59.35,0.0009,11880.8,312.0,7.0,-1.0,18777.86,18180.01,3.0,3.18
2020-12-09 06:00:00,18205.5,2416.0,33.2,0.0009,11831.73,313.0,4.0,1.0,18281.0,18205.5,3.0,-0.41
2020-12-09 12:00:00,18244.95,2422.0,42.3,0.0009,11619.92,314.0,5.0,-1.0,17924.07,18244.95,4.0,-1.79
2020-12-09 15:00:00,18451.01,2425.0,17.06,0.0009,11599.49,315.0,2.0,1.0,18483.5,18451.01,1.0,-0.18
2020-12-09 23:00:00,18556.11,2433.0,59.7,0.0009,11494.55,316.0,7.0,-1.0,18389.74,18556.11,6.0,-0.9
2020-12-10 07:00:00,18298.22,2441.0,61.06,0.0009,11419.7,317.0,7.0,1.0,18418.15,18298.22,2.0,-0.65
2020-12-10 15:00:00,18079.99,2449.0,60.77,0.0009,11321.06,318.0,7.0,1.0,18237.52,18079.99,5.0,-0.86
2020-12-10 22:00:00,18349.0,2456.0,52.21,0.0009,11428.2,319.0,6.0,1.0,18176.99,18349.0,5.0,0.95
2020-12-11 06:00:00,17899.44,2464.0,59.25,0.0009,11389.84,320.0,7.0,1.0,17959.72,17899.44,1.0,-0.34
2020-12-11 14:00:00,17972.01,2472.0,58.03,0.0009,11287.49,321.0,7.0,-1.0,17811.95,17972.01,6.0,-0.9
2020-12-11 22:00:00,18100.01,2480.0,58.21,0.0009,11290.44,322.0,7.0,-1.0,18104.74,18100.01,6.0,0.03
2020-12-12 04:00:00,18282.02,2486.0,40.48,0.0009,11136.77,323.0,5.0,-1.0,18036.53,18282.02,4.0,-1.36
2020-12-12 15:00:00,18372.97,2497.0,83.28,0.0009,11120.28,324.0,10.0,1.0,18400.21,18372.97,1.0,-0.15
